n,d,r,p,noise_model,shots,errors,total_logical_error_rate,mean_objective_value,average_cpu_time_seconds
7,3,9,0.008,si1000,100000,2687,0.02687,8.859078459188241,0.0005804695027608207
7,3,9,0.011,si1000,100000,4844,0.04844,8.859078459188241,0.0005804695027608207
7,3,9,0.012,si1000,100000,5703,0.05703,8.859078459188241,0.0005804695027608207
7,3,9,0.009,si1000,100000,3326,0.03326,8.859078459188241,0.0005804695027608207
7,3,9,0.01,si1000,100000,4137,0.04137,8.859078459188241,0.0005804695027608207
