n,p,shots,total_logical_error_rate,total_err_low,total_err_high,x_logical_error_rate,x_err_low,x_err_high,z_logical_error_rate,z_err_low,z_err_high,average_cpu_time_seconds
4,0.001,100000,0.00106,0.0001920797835363,0.0002218971075351,0.00069,0.0001531003829223,0.0001831591467294,0.00073,0.0001577542358896,0.0001877791744723,6.692483425140381e-05
4,0.0012742749857031,100000,0.00112,0.0001977088414393,0.0002274976057756,0.00069,0.0001531003829223,0.0001831591467294,0.00076,0.0001611611593653,0.0001911623535636,7.151994228363037e-05
4,0.0016237767391887,100000,0.0017,0.0002457771614982,0.0002753623740053,0.00109,0.0001949137659785,0.0002247165546394,0.00111,0.0001967813745569,0.0002265747590027,6.902295589447022e-05
4,0.0020691380811147,100000,0.00206,0.0002714856822919,0.0003009826151126,0.00145,0.0002262690339457,0.0002559295102659,0.0014,0.0002221692238802,0.0002518466462474,7.782775640487671e-05
4,0.0026366508987303,100000,0.00242,0.0002950163580003,0.0003244405438023,0.00161,0.0002389317969117,0.0002685424843212,0.00168,0.0002442720251043,0.0002738627591501,7.265101194381714e-05
4,0.0033598182862837,100000,0.00355,0.0003591662566506,0.0003884166878241,0.00238,0.0002924931539223,0.0003219248406004,0.00222,0.0002821801791919,0.0003116432381856,6.917320251464844e-05
4,0.0042813323987193,100000,0.00396,0.0003798079229255,0.000409007237236,0.00262,0.0003073283796722,0.000336716851117,0.00269,0.0003115249911806,0.000340901599454,0.0001101911401748
4,0.0054555947811685,100000,0.00595,0.0004672869044212,0.0004962808999302,0.00395,0.0003793176929844,0.0004085182033554,0.00398,0.0003807865075024,0.0004099834366112,0.0001146782064437
4,0.0069519279617756,100000,0.00702,0.0005081325958225,0.000537032832785,0.00452,0.0004063254457949,0.0004354610912665,0.00469,0.0004140416878307,0.0004431591213438,0.0001377259993553
4,0.0088586679041008,100000,0.00838,0.0005556971562982,0.0005844872992621,0.00575,0.0004592475847552,0.0004882600603692,0.00546,0.000447333632725,0.0004763735633314,0.0001457448911666
4,0.0112883789168468,100000,0.01174,0.0006584115646157,0.0006869543964845,0.00777,0.0005348928143642,0.000563731328523,0.00785,0.0005376677555115,0.0005664998406003,0.000147131421566
4,0.0143844988828766,100000,0.01491,0.000742052380502,0.0007703791058614,0.01013,0.0006114027364978,0.0006400608229337,0.00986,0.0006031508066829,0.0006318287340203,0.0001490668773651
4,0.0183298071083243,100000,0.01839,0.0008237475547844,0.0008518471079367,0.01252,0.0006799842394591,0.0007084727771359,0.01214,0.0006695642602065,0.000698079140473,0.0001494739961624
4,0.0233572146909012,100000,0.02367,0.0009333707114883,0.0009611368377143,0.01597,0.0007679081323772,0.0007961647933435,0.01556,0.00075801711843,0.0007863007760549,0.0001512969923019
4,0.0297635144163131,100000,0.0293,0.0010365906885205,0.0010640098191635,0.01927,0.0008430828021552,0.0008711260199922,0.01941,0.0008461154500173,0.0008741497386969,0.0001526721429824
4,0.0379269019073225,100000,0.03756,0.0011699849199852,0.0011969037847806,0.02506,0.0009599916320655,0.000987671451457,0.02459,0.0009510813383681,0.0009787902865873,0.0001564745521545
