n,p,shots,total_logical_error_rate,total_err_low,total_err_high,x_logical_error_rate,x_err_low,x_err_high,z_logical_error_rate,z_err_low,z_err_high,average_cpu_time_seconds
4,0.001,100,0,0,0,0,0,0,0,0,0,1.15863e-06
4,0.00127427,100,0,0,0,0,0,0,0,0,0,1.34871e-06
4,0.00162378,100,0,0,0,0,0,0,0,0,0,8.6733e-07
4,0.00206914,100,0,0,0,0,0,0,0,0,0,5.2045e-07
4,0.00263665,100,0,0,0,0,0,0,0,0,0,6.3549e-07
4,0.00335982,100,0,0,0,0,0,0,0,0,0,4.5308e-07
4,0.00428133,100,0,0,0,0,0,0,0,0,0,3.6055e-07
4,0.00545559,100,0,0,0,0,0,0,0,0,0,8.439e-07
4,0.00695193,100,0,0,0,0,0,0,0,0,0,3.9062e-07
4,0.00885867,100,0,0,0,0,0,0,0,0,0,5.4387e-07
4,0.0112884,100,0,0,0,0,0,0,0,0,0,4.203e-07
4,0.0143845,100,0,0,0,0,0,0,0,0,0,4.418e-07
4,0.0183298,100,0,0,0,0,0,0,0,0,0,5.3828e-07
4,0.0233572,100,0,0,0,0,0,0,0,0,0,4.7149e-07
4,0.0297635,100,0,0,0,0,0,0,0,0,0,4.6597e-07
4,0.0379269,100,0,0,0,0,0,0,0,0,0,5.1976e-07
4,0.0483293,100,0,0,0,0,0,0,0,0,0,5.0483e-07
4,0.0615848,100,0,0,0,0,0,0,0,0,0,5.9461e-07
4,0.078476,100,0,0,0,0,0,0,0,0,0,7.4563e-07
4,0.1,100,0,0,0,0,0,0,0,0,0,6.7304e-07
6,0.001,100,0,0,0,0,0,0,0,0,0,4.1908e-07
6,0.00127427,100,0,0,0,0,0,0,0,0,0,4.653e-07
6,0.00162378,100,0,0,0,0,0,0,0,0,0,4.1907e-07
6,0.00206914,100,0,0,0,0,0,0,0,0,0,4.4939e-07
6,0.00263665,100,0,0,0,0,0,0,0,0,0,5.0663e-07
6,0.00335982,100,0,0,0,0,0,0,0,0,0,4.5396e-07
6,0.00428133,100,0,0,0,0,0,0,0,0,0,4.8458e-07
6,0.00545559,100,0,0,0,0,0,0,0,0,0,3.7569e-07
6,0.00695193,100,0,0,0,0,0,0,0,0,0,4.5528e-07
6,0.00885867,100,0,0,0,0,0,0,0,0,0,4.6608e-07
6,0.0112884,100,0,0,0,0,0,0,0,0,0,4.2043e-07
6,0.0143845,100,0,0,0,0,0,0,0,0,0,5.1348e-07
6,0.0183298,100,0,0,0,0,0,0,0,0,0,4.9976e-07
6,0.0233572,100,0,0,0,0,0,0,0,0,0,6.6295e-07
6,0.0297635,100,0,0,0,0,0,0,0,0,0,6.2976e-07
6,0.0379269,100,0,0,0,0,0,0,0,0,0,6.0928e-07
6,0.0483293,100,0,0,0,0,0,0,0,0,0,5.9238e-07
6,0.0615848,100,0,0,0,0,0,0,0,0,0,5.8791e-07
6,0.078476,100,0,0,0,0,0,0,0,0,0,8.0885e-07
6,0.1,100,0,0,0,0,0,0,0,0,0,1.33704e-06
8,0.001,100,0,0,0,0,0,0,0,0,0,4.9569e-07
8,0.00127427,100,0,0,0,0,0,0,0,0,0,4.9664e-07
8,0.00162378,100,0,0,0,0,0,0,0,0,0,3.7662e-07
8,0.00206914,100,0,0,0,0,0,0,0,0,0,4.6183e-07
8,0.00263665,100,0,0,0,0,0,0,0,0,0,3.738e-07
8,0.00335982,100,0,0,0,0,0,0,0,0,0,4.1784e-07
8,0.00428133,100,0,0,0,0,0,0,0,0,0,4.1425e-07
8,0.00545559,100,0,0,0,0,0,0,0,0,0,4.252e-07
8,0.00695193,100,0,0,0,0,0,0,0,0,0,4.4079e-07
8,0.00885867,100,0,0,0,0,0,0,0,0,0,3.2155e-07
8,0.0112884,100,0,0,0,0,0,0,0,0,0,5.2698e-07
8,0.0143845,100,0,0,0,0,0,0,0,0,0,4.4935e-07
8,0.0183298,100,0,0,0,0,0,0,0,0,0,5.4961e-07
8,0.0233572,100,0,0,0,0,0,0,0,0,0,5.3226e-07
8,0.0297635,100,0,0,0,0,0,0,0,0,0,5.5777e-07
8,0.0379269,100,0,0,0,0,0,0,0,0,0,7.0145e-07
8,0.0483293,100,0,0,0,0,0,0,0,0,0,6.6876e-07
8,0.0615848,100,0,0,0,0,0,0,0,0,0,8.2579e-07
8,0.078476,100,0,0,0,0,0,0,0,0,0,8.6683e-07
8,0.1,100,0,0,0,0,0,0,0,0,0,1.28026e-06
12,0.001,100,0,0,0,0,0,0,0,0,0,4.7095e-07
12,0.00127427,100,0,0,0,0,0,0,0,0,0,3.5423e-07
12,0.00162378,100,0,0,0,0,0,0,0,0,0,4.5078e-07
12,0.00206914,100,0,0,0,0,0,0,0,0,0,5.0423e-07
12,0.00263665,100,0,0,0,0,0,0,0,0,0,4.639e-07
12,0.00335982,100,0,0,0,0,0,0,0,0,0,4.4369e-07
12,0.00428133,100,0,0,0,0,0,0,0,0,0,5.7689e-07
12,0.00545559,100,0,0,0,0,0,0,0,0,0,5.6248e-07
12,0.00695193,100,0,0,0,0,0,0,0,0,0,6.7466e-07
12,0.00885867,100,0,0,0,0,0,0,0,0,0,6.4211e-07
12,0.0112884,100,0,0,0,0,0,0,0,0,0,6.5213e-07
12,0.0143845,100,0,0,0,0,0,0,0,0,0,4.6248e-07
12,0.0183298,100,0,0,0,0,0,0,0,0,0,7.209e-07
12,0.0233572,100,0,0,0,0,0,0,0,0,0,1.95556e-06
12,0.0297635,100,0,0,0,0,0,0,0,0,0,1.26317e-06
12,0.0379269,100,0,0,0,0,0,0,0,0,0,9.4369e-07
12,0.0483293,100,0,0,0,0,0,0,0,0,0,1.20168e-06
12,0.0615848,100,0,0,0,0,0,0,0,0,0,1.60205e-06
12,0.078476,100,0,0,0,0,0,0,0,0,0,2.33447e-06
12,0.1,100,0,0,0,0,0,0,0,0,0,2.62147e-06
14,0.001,100,0,0,0,0,0,0,0,0,0,5.4648e-07
14,0.00127427,100,0,0,0,0,0,0,0,0,0,4.9063e-07
14,0.00162378,100,0,0,0,0,0,0,0,0,0,3.5722e-07
14,0.00206914,100,0,0,0,0,0,0,0,0,0,4.8376e-07
14,0.00263665,100,0,0,0,0,0,0,0,0,0,4.7698e-07
14,0.00335982,100,0,0,0,0,0,0,0,0,0,5.4734e-07
14,0.00428133,100,0,0,0,0,0,0,0,0,0,3.7057e-07
14,0.00545559,100,0,0,0,0,0,0,0,0,0,5.1231e-07
14,0.00695193,100,0,0,0,0,0,0,0,0,0,6.1972e-07
14,0.00885867,100,0,0,0,0,0,0,0,0,0,5.9366e-07
14,0.0112884,100,0,0,0,0,0,0,0,0,0,5.5323e-07
14,0.0143845,100,0,0,0,0,0,0,0,0,0,1.28663e-06
14,0.0183298,100,0,0,0,0,0,0,0,0,0,9.1357e-07
14,0.0233572,100,0,0,0,0,0,0,0,0,0,1.32974e-06
14,0.0297635,100,0,0,0,0,0,0,0,0,0,1.64817e-06
14,0.0379269,100,0,0,0,0,0,0,0,0,0,8.7329e-07
14,0.0483293,100,0,0,0,0,0,0,0,0,0,1.08708e-06
14,0.0615848,100,0,0,0,0,0,0,0,0,0,3.44103e-06
14,0.078476,100,0,0,0,0,0,0,0,0,0,3.43651e-06
14,0.1,100,0,0,0,0,0,0,0,0,0,4.34319e-06
16,0.001,100,0,0,0,0,0,0,0,0,0,7.3898e-07
16,0.00127427,100,0,0,0,0,0,0,0,0,0,4.2855e-07
16,0.00162378,100,0,0,0,0,0,0,0,0,0,5.3755e-07
16,0.00206914,100,0,0,0,0,0,0,0,0,0,3.5038e-07
16,0.00263665,100,0,0,0,0,0,0,0,0,0,6.2224e-07
16,0.00335982,100,0,0,0,0,0,0,0,0,0,4.8014e-07
16,0.00428133,100,0,0,0,0,0,0,0,0,0,6.0551e-07
16,0.00545559,100,0,0,0,0,0,0,0,0,0,4.267e-07
16,0.00695193,100,0,0,0,0,0,0,0,0,0,5.9907e-07
16,0.00885867,100,0,0,0,0,0,0,0,0,0,7.8825e-07
16,0.0112884,100,0,0,0,0,0,0,0,0,0,1.63786e-06
16,0.0143845,100,0,0,0,0,0,0,0,0,0,1.21929e-06
16,0.0183298,100,0,0,0,0,0,0,0,0,0,1.84878e-06
16,0.0233572,100,0,0,0,0,0,0,0,0,0,6.5888e-06
16,0.0297635,100,0,0,0,0,0,0,0,0,0,1.91153e-06
16,0.0379269,100,0,0,0,0,0,0,0,0,0,5.61473e-06
16,0.0483293,100,0,0,0,0,0,0,0,0,0,7.60328e-06
16,0.0615848,100,0,0,0,0,0,0,0,0,0,1.02752e-05
16,0.078476,100,0,0,0,0,0,0,0,0,0,2.01065e-05
16,0.1,100,0,0,0,0,0,0,0,0,0,1.01328e-05
18,0.001,100,0,0,0,0,0,0,0,0,0,4.6509e-07
18,0.00127427,100,0,0,0,0,0,0,0,0,0,4.6582e-07
18,0.00162378,100,0,0,0,0,0,0,0,0,0,5.1893e-07
18,0.00206914,100,0,0,0,0,0,0,0,0,0,5.1625e-07
18,0.00263665,100,0,0,0,0,0,0,0,0,0,5.4096e-07
18,0.00335982,100,0,0,0,0,0,0,0,0,0,5.1502e-07
18,0.00428133,100,0,0,0,0,0,0,0,0,0,4.4219e-07
18,0.00545559,100,0,0,0,0,0,0,0,0,0,4.1985e-07
18,0.00695193,100,0,0,0,0,0,0,0,0,0,5.3985e-07
18,0.00885867,100,0,0,0,0,0,0,0,0,0,8.2177e-07
18,0.0112884,100,0,0,0,0,0,0,0,0,0,7.0908e-07
18,0.0143845,100,0,0,0,0,0,0,0,0,0,6.9932e-07
18,0.0183298,100,0,0,0,0,0,0,0,0,0,7.5167e-07
18,0.0233572,100,0,0,0,0,0,0,0,0,0,7.9272e-07
18,0.0297635,100,0,0,0,0,0,0,0,0,0,9.855e-07
18,0.0379269,100,0,0,0,0,0,0,0,0,0,1.27327e-06
18,0.0483293,100,0,0,0,0,0,0,0,0,0,1.91786e-06
18,0.0615848,100,0,0,0,0,0,0,0,0,0,2.68124e-06
18,0.078476,100,0,0,0,0,0,0,0,0,0,4.74241e-06
18,0.1,100,0,0,0,0,0,0,0,0,0,1.37811e-05
20,0.001,100,0,0,0,0,0,0,0,0,0,6.4495e-07
20,0.00127427,100,0,0,0,0,0,0,0,0,0,8.4489e-07
20,0.00162378,100,0,0,0,0,0,0,0,0,0,6.4062e-07
20,0.00206914,100,0,0,0,0,0,0,0,0,0,5.8913e-07
20,0.00263665,100,0,0,0,0,0,0,0,0,0,6.4872e-07
20,0.00335982,100,0,0,0,0,0,0,0,0,0,8.3477e-07
20,0.00428133,100,0,0,0,0,0,0,0,0,0,5.6977e-07
20,0.00545559,100,0,0,0,0,0,0,0,0,0,7.4595e-07
20,0.00695193,100,0,0,0,0,0,0,0,0,0,6.1728e-07
20,0.00885867,100,0,0,0,0,0,0,0,0,0,1.56155e-06
20,0.0112884,100,0,0,0,0,0,0,0,0,0,5.8283e-07
20,0.0143845,100,0,0,0,0,0,0,0,0,0,1.30006e-06
20,0.0183298,100,0,0,0,0,0,0,0,0,0,9.1641e-07
20,0.0233572,100,0,0,0,0,0,0,0,0,0,6.65804e-06
20,0.0297635,100,0,0,0,0,0,0,0,0,0,2.55755e-06
20,0.0379269,100,0,0,0,0,0,0,0,0,0,1.23877e-05
20,0.0483293,100,0,0,0,0,0,0,0,0,0,1.11121e-05
20,0.0615848,100,0,0,0,0,0,0,0,0,0,1.91712e-05
20,0.078476,100,0,0,0,0,0,0,0,0,0,1.01416e-05
20,0.1,100,0,0,0,0,0,0,0,0,0,4.69613e-05
22,0.001,100,0,0,0,0,0,0,0,0,0,8.7941e-07
22,0.00127427,100,0,0,0,0,0,0,0,0,0,8.7229e-07
22,0.00162378,100,0,0,0,0,0,0,0,0,0,9.3597e-07
22,0.00206914,100,0,0,0,0,0,0,0,0,0,8.8804e-07
22,0.00263665,100,0,0,0,0,0,0,0,0,0,1.94836e-06
22,0.00335982,100,0,0,0,0,0,0,0,0,0,5.64172e-06
22,0.00428133,100,0,0,0,0,0,0,0,0,0,3.41361e-06
22,0.00545559,100,0,0,0,0,0,0,0,0,0,5.6142e-06
22,0.00695193,100,0,0,0,0,0,0,0,0,0,1.56892e-06
22,0.00885867,100,0,0,0,0,0,0,0,0,0,7.42376e-05
22,0.0112884,100,0,0,0,0,0,0,0,0,0,0.000122669
22,0.0143845,100,0,0,0,0,0,0,0,0,0,7.40293e-05
22,0.0183298,100,0,0,0,0,0,0,0,0,0,4.3913e-05
22,0.0233572,100,0,0,0,0,0,0,0,0,0,0.000190158
22,0.0297635,100,0,0,0,0,0,0,0,0,0,0.00011383
22,0.0379269,100,0,0,0,0,0,0,0,0,0,0.000106275
22,0.0483293,100,0,0,0,0,0,0,0,0,0,0.000300119
22,0.0615848,100,0,0,0,0,0,0,0,0,0,0.000264355
22,0.078476,100,0.01,0,0,0,0,0,0.01,0,0,0.000262335
22,0.1,100,0.02,0,0,0.01,0,0,0.01,0,0,0.000553768
24,0.001,100,0,0,0,0,0,0,0,0,0,1.7838e-06
