n,p,shots,total_logical_error_rate,total_err_low,total_err_high,x_logical_error_rate,x_err_low,x_err_high,z_logical_error_rate,z_err_low,z_err_high,average_cpu_time_seconds
16,0.0297635,100000,0,0,0,0,0,0,0,0,0,1.51404e-06
16,0.0379269,100000,0,0,0,0,0,0,0,0,0,2.08215e-06
16,0.0483293,100000,0,0,0,0,0,0,0,0,0,3.12958e-06
16,0.0615848,100000,0,0,0,0,0,0,0,0,0,4.08391e-06
16,0.078476,100000,0,0,0,0,0,0,0,0,0,6.95834e-06
16,0.1,100000,0,0,0,0,0,0,0,0,0,9.77234e-06
18,0.001,100000,0,0,0,0,0,0,0,0,0,2.09422e-07
18,0.00127427,100000,0,0,0,0,0,0,0,0,0,2.03525e-07
18,0.00162378,100000,0,0,0,0,0,0,0,0,0,1.97882e-07
18,0.00206914,100000,0,0,0,0,0,0,0,0,0,1.90113e-07
18,0.00263665,100000,0,0,0,0,0,0,0,0,0,2.0986e-07
18,0.00335982,100000,0,0,0,0,0,0,0,0,0,2.18888e-07
18,0.00428133,100000,0,0,0,0,0,0,0,0,0,2.3944e-07
18,0.00545559,100000,0,0,0,0,0,0,0,0,0,2.06662e-07
18,0.00695193,100000,0,0,0,0,0,0,0,0,0,2.08097e-07
18,0.00885867,100000,0,0,0,0,0,0,0,0,0,2.60395e-07
18,0.0112884,100000,0,0,0,0,0,0,0,0,0,3.24193e-07
18,0.0143845,100000,0,0,0,0,0,0,0,0,0,3.51686e-07
18,0.0183298,100000,0,0,0,0,0,0,0,0,0,4.11244e-07
18,0.0233572,100000,0,0,0,0,0,0,0,0,0,5.01986e-07
18,0.0297635,100000,0,0,0,0,0,0,0,0,0,5.83023e-07
18,0.0379269,100000,0,0,0,0,0,0,0,0,0,8.99547e-07
18,0.0483293,100000,0,0,0,0,0,0,0,0,0,1.36068e-06
18,0.0615848,100000,0,0,0,0,0,0,0,0,0,1.62557e-06
18,0.078476,100000,0,0,0,0,0,0,0,0,0,2.82813e-06
18,0.1,100000,0,0,0,0,0,0,0,0,0,4.32102e-06
20,0.001,100000,0,0,0,0,0,0,0,0,0,2.40915e-07
20,0.00127427,100000,0,0,0,0,0,0,0,0,0,2.65694e-07
20,0.00162378,100000,0,0,0,0,0,0,0,0,0,2.66224e-07
20,0.00206914,100000,0,0,0,0,0,0,0,0,0,2.99919e-07
20,0.00263665,100000,0,0,0,0,0,0,0,0,0,3.27782e-07
20,0.00335982,100000,0,0,0,0,0,0,0,0,0,3.30628e-07
20,0.00428133,100000,0,0,0,0,0,0,0,0,0,3.53674e-07
20,0.00545559,100000,0,0,0,0,0,0,0,0,0,4.32251e-07
20,0.00695193,100000,0,0,0,0,0,0,0,0,0,5.13231e-07
20,0.00885867,100000,0,0,0,0,0,0,0,0,0,5.52852e-07
20,0.0112884,100000,0,0,0,0,0,0,0,0,0,7.39413e-07
20,0.0143845,100000,0,0,0,0,0,0,0,0,0,8.75991e-07
20,0.0183298,100000,0,0,0,0,0,0,0,0,0,1.18951e-06
20,0.0233572,100000,0,0,0,0,0,0,0,0,0,1.59031e-06
20,0.0297635,100000,0,0,0,0,0,0,0,0,0,2.38671e-06
20,0.0379269,100000,1e-05,0,0,1e-05,0,0,0,0,0,3.5101e-06
20,0.0483293,100000,1e-05,0,0,0,0,0,1e-05,0,0,4.1514e-06
20,0.0615848,100000,4e-05,0,0,0,0,0,4e-05,0,0,5.65192e-06
20,0.078476,100000,1e-05,0,0,1e-05,0,0,0,0,0,8.70417e-06
20,0.1,100000,3e-05,0,0,1e-05,0,0,2e-05,0,0,1.17531e-05
22,0.001,100000,0,0,0,0,0,0,0,0,0,3.97744e-07
22,0.00127427,100000,0,0,0,0,0,0,0,0,0,6.81468e-07
22,0.00162378,100000,0,0,0,0,0,0,0,0,0,6.27773e-07
22,0.00206914,100000,0,0,0,0,0,0,0,0,0,6.73805e-07
22,0.00263665,100000,0,0,0,0,0,0,0,0,0,1.07347e-06
22,0.00335982,100000,0,0,0,0,0,0,0,0,0,9.44267e-07
22,0.00428133,100000,0,0,0,0,0,0,0,0,0,1.52152e-06
22,0.00545559,100000,0,0,0,0,0,0,0,0,0,2.4251e-06
22,0.00695193,100000,1e-05,0,0,0,0,0,1e-05,0,0,3.3059e-06
22,0.00885867,100000,1e-05,0,0,0,0,0,1e-05,0,0,4.61855e-06
22,0.0112884,100000,0.0001,0,0,3e-05,0,0,7e-05,0,0,6.67458e-06
22,0.0143845,100000,5e-05,0,0,4e-05,0,0,1e-05,0,0,9.32025e-06
22,0.0183298,100000,0.00022,0,0,0.00012,0,0,0.0001,0,0,1.66428e-05
22,0.0233572,100000,0.00037,0,0,0.00015,0,0,0.00022,0,0,2.20229e-05
22,0.0297635,100000,0.00047,0,0,0.00028,0,0,0.00019,0,0,3.39985e-05
22,0.0379269,100000,0.00118,0,0,0.00062,0,0,0.0006,0,0,5.20817e-05
22,0.0483293,100000,0.00265,0,0,0.00152,0,0,0.00128,0,0,7.67988e-05
22,0.0615848,100000,0.00452,0,0,0.00238,0,0,0.00232,0,0,0.000123409
22,0.078476,100000,0.00743,0,0,0.00378,0,0,0.00379,0,0,0.000185884
22,0.1,100000,0.01252,0,0,0.00631,0,0,0.00635,0,0,0.000256641
24,0.001,100000,0,0,0,0,0,0,0,0,0,2.24421e-07
24,0.00127427,100000,0,0,0,0,0,0,0,0,0,1.97809e-07
24,0.00162378,100000,0,0,0,0,0,0,0,0,0,2.33616e-07
24,0.00206914,100000,0,0,0,0,0,0,0,0,0,2.66066e-07
24,0.00263665,100000,0,0,0,0,0,0,0,0,0,2.33525e-07
24,0.00335982,100000,0,0,0,0,0,0,0,0,0,2.64078e-07
24,0.00428133,100000,0,0,0,0,0,0,0,0,0,2.49415e-07
24,0.00545559,100000,0,0,0,0,0,0,0,0,0,2.61503e-07
24,0.00695193,100000,0,0,0,0,0,0,0,0,0,3.66286e-07
24,0.00885867,100000,0,0,0,0,0,0,0,0,0,4.86528e-07
24,0.0112884,100000,0,0,0,0,0,0,0,0,0,5.06408e-07
24,0.0143845,100000,0,0,0,0,0,0,0,0,0,6.66751e-07
24,0.0183298,100000,0,0,0,0,0,0,0,0,0,7.59521e-07
24,0.0233572,100000,0,0,0,0,0,0,0,0,0,1.19964e-06
24,0.0297635,100000,0,0,0,0,0,0,0,0,0,1.53448e-06
24,0.0379269,100000,0,0,0,0,0,0,0,0,0,2.14377e-06
24,0.0483293,100000,0,0,0,0,0,0,0,0,0,3.51194e-06
24,0.0615848,100000,0,0,0,0,0,0,0,0,0,5.67091e-06
24,0.078476,100000,0,0,0,0,0,0,0,0,0,8.41088e-06
24,0.1,100000,2e-05,0,0,1e-05,0,0,1e-05,0,0,1.28991e-05
26,0.001,100000,0,0,0,0,0,0,0,0,0,2.90806e-07
26,0.00127427,100000,0,0,0,0,0,0,0,0,0,3.62481e-07
26,0.00162378,100000,0,0,0,0,0,0,0,0,0,3.46887e-07
26,0.00206914,100000,0,0,0,0,0,0,0,0,0,3.46679e-07
26,0.00263665,100000,1e-05,0,0,1e-05,0,0,1e-05,0,0,7.07902e-07
26,0.00335982,100000,0,0,0,0,0,0,0,0,0,4.65128e-07
26,0.00428133,100000,1e-05,0,0,0,0,0,1e-05,0,0,7.34833e-07
26,0.00545559,100000,1e-05,0,0,1e-05,0,0,0,0,0,7.75903e-07
26,0.00695193,100000,4e-05,0,0,2e-05,0,0,2e-05,0,0,1.27792e-06
26,0.00885867,100000,6e-05,0,0,3e-05,0,0,3e-05,0,0,1.60523e-06
26,0.0112884,100000,5e-05,0,0,2e-05,0,0,3e-05,0,0,2.49645e-06
26,0.0143845,100000,0.00019,0,0,8e-05,0,0,0.00012,0,0,3.90629e-06
26,0.0183298,100000,0.00027,0,0,0.00016,0,0,0.00012,0,0,6.70388e-06
26,0.0233572,100000,0.00067,0,0,0.00037,0,0,0.0003,0,0,1.14505e-05
26,0.0297635,100000,0.00128,0,0,0.00064,0,0,0.00065,0,0,1.86306e-05
26,0.0379269,100000,0.00264,0,0,0.00115,0,0,0.00152,0,0,3.34187e-05
26,0.0483293,100000,0.00512,0,0,0.00233,0,0,0.00288,0,0,5.9414e-05
26,0.0615848,100000,0.00939,0,0,0.00497,0,0,0.00456,0,0,9.89122e-05
26,0.078476,100000,0.01815,0,0,0.00902,0,0,0.0094,0,0,0.000168391
26,0.1,100000,0.03162,0,0,0.01636,0,0,0.01607,0,0,0.00027415
28,0.001,100000,0,0,0,0,0,0,0,0,0,2.2529e-07
28,0.00127427,100000,0,0,0,0,0,0,0,0,0,2.34651e-07
28,0.00162378,100000,0,0,0,0,0,0,0,0,0,2.82649e-07
28,0.00206914,100000,0,0,0,0,0,0,0,0,0,2.62816e-07
28,0.00263665,100000,0,0,0,0,0,0,0,0,0,2.8627e-07
28,0.00335982,100000,0,0,0,0,0,0,0,0,0,3.18095e-07
28,0.00428133,100000,0,0,0,0,0,0,0,0,0,3.11069e-07
28,0.00545559,100000,0,0,0,0,0,0,0,0,0,2.91308e-07
28,0.00695193,100000,0,0,0,0,0,0,0,0,0,3.64785e-07
28,0.00885867,100000,0,0,0,0,0,0,0,0,0,4.19321e-07
28,0.0112884,100000,0,0,0,0,0,0,0,0,0,4.98326e-07
28,0.0143845,100000,0,0,0,0,0,0,0,0,0,6.68988e-07
28,0.0183298,100000,0,0,0,0,0,0,0,0,0,8.45225e-07
28,0.0233572,100000,0,0,0,0,0,0,0,0,0,1.1809e-06
28,0.0297635,100000,0,0,0,0,0,0,0,0,0,1.77582e-06
28,0.0379269,100000,0,0,0,0,0,0,0,0,0,2.40957e-06
28,0.0483293,100000,0,0,0,0,0,0,0,0,0,4.12818e-06
28,0.0615848,100000,1e-05,0,0,1e-05,0,0,0,0,0,5.44356e-06
28,0.078476,100000,1e-05,0,0,0,0,0,1e-05,0,0,9.33161e-06
28,0.1,100000,0,0,0,0,0,0,0,0,0,1.4259e-05
30,0.001,100000,0,0,0,0,0,0,0,0,0,4.9037e-07
30,0.00127427,100000,0,0,0,0,0,0,0,0,0,6.52249e-07
30,0.00162378,100000,1e-05,0,0,0,0,0,1e-05,0,0,9.49656e-07
30,0.00206914,100000,1e-05,0,0,0,0,0,1e-05,0,0,9.87365e-07
30,0.00263665,100000,1e-05,0,0,0,0,0,1e-05,0,0,1.60233e-06
30,0.00335982,100000,0,0,0,0,0,0,0,0,0,1.43647e-06
30,0.00428133,100000,3e-05,0,0,2e-05,0,0,2e-05,0,0,2.35576e-06
30,0.00545559,100000,0.00013,0,0,6e-05,0,0,8e-05,0,0,3.46305e-06
30,0.00695193,100000,0.00014,0,0,8e-05,0,0,6e-05,0,0,4.85788e-06
30,0.00885867,100000,0.0003,0,0,0.00016,0,0,0.00017,0,0,7.85222e-06
30,0.0112884,100000,0.00068,0,0,0.00033,0,0,0.00037,0,0,1.28402e-05
30,0.0143845,100000,0.00146,0,0,0.00077,0,0,0.00073,0,0,2.29473e-05
30,0.0183298,100000,0.00305,0,0,0.00176,0,0,0.00151,0,0,3.86338e-05
30,0.0233572,100000,0.00566,0,0,0.0027,0,0,0.00317,0,0,6.59998e-05
30,0.0297635,100000,0.01035,0,0,0.0053,0,0,0.0055,0,0,0.00010984
30,0.0379269,100000,0.01943,0,0,0.01021,0,0,0.01009,0,0,0.000177968
30,0.0483293,100000,0.03508,0,0,0.01876,0,0,0.01829,0,0,0.000316726
30,0.0615848,100000,0.06011,0,0,0.03191,0,0,0.03198,0,0,0.000469567
30,0.078476,100000,0.10167,0,0,0.05467,0,0,0.05494,0,0,0.000724027
30,0.1,100000,0.16065,0,0,0.08765,0,0,0.08826,0,0,0.00110076
