n,p,shots,total_logical_error_rate,total_err_low,total_err_high,x_logical_error_rate,x_err_low,x_err_high,z_logical_error_rate,z_err_low,z_err_high,average_cpu_time_seconds
4,0.001,100000,0,0,0,0,0,0,0,0,0,6.58615e-08
4,0.00127427,100000,0,0,0,0,0,0,0,0,0,7.51158e-08
4,0.00162378,100000,0,0,0,0,0,0,0,0,0,5.66368e-08
4,0.00206914,100000,0,0,0,0,0,0,0,0,0,4.72728e-08
4,0.00263665,100000,0,0,0,0,0,0,0,0,0,5.15658e-08
4,0.00335982,100000,0,0,0,0,0,0,0,0,0,8.13034e-08
4,0.00428133,100000,0,0,0,0,0,0,0,0,0,7.32908e-08
4,0.00545559,100000,0,0,0,0,0,0,0,0,0,5.66039e-08
4,0.00695193,100000,0,0,0,0,0,0,0,0,0,7.52325e-08
4,0.00885867,100000,0,0,0,0,0,0,0,0,0,7.64744e-08
4,0.0112884,100000,0,0,0,0,0,0,0,0,0,7.58021e-08
4,0.0143845,100000,0,0,0,0,0,0,0,0,0,8.59255e-08
4,0.0183298,100000,0,0,0,0,0,0,0,0,0,1.04764e-07
4,0.0233572,100000,0,0,0,0,0,0,0,0,0,1.00615e-07
4,0.0297635,100000,0,0,0,0,0,0,0,0,0,1.2541e-07
4,0.0379269,100000,0,0,0,0,0,0,0,0,0,1.33142e-07
4,0.0483293,100000,0,0,0,0,0,0,0,0,0,1.37832e-07
4,0.0615848,100000,0,0,0,0,0,0,0,0,0,1.73308e-07
4,0.078476,100000,0,0,0,0,0,0,0,0,0,2.25077e-07
4,0.1,100000,0,0,0,0,0,0,0,0,0,2.41575e-07
6,0.001,100000,0,0,0,0,0,0,0,0,0,8.4e-08
6,0.00127427,100000,0,0,0,0,0,0,0,0,0,7.63235e-08
6,0.00162378,100000,0,0,0,0,0,0,0,0,0,8.23249e-08
6,0.00206914,100000,0,0,0,0,0,0,0,0,0,9.199e-08
6,0.00263665,100000,0,0,0,0,0,0,0,0,0,7.79093e-08
6,0.00335982,100000,0,0,0,0,0,0,0,0,0,6.73862e-08
6,0.00428133,100000,0,0,0,0,0,0,0,0,0,9.29912e-08
6,0.00545559,100000,0,0,0,0,0,0,0,0,0,7.78127e-08
6,0.00695193,100000,0,0,0,0,0,0,0,0,0,9.77766e-08
6,0.00885867,100000,0,0,0,0,0,0,0,0,0,1.14451e-07
6,0.0112884,100000,0,0,0,0,0,0,0,0,0,1.30184e-07
6,0.0143845,100000,0,0,0,0,0,0,0,0,0,1.35148e-07
6,0.0183298,100000,0,0,0,0,0,0,0,0,0,1.73998e-07
6,0.0233572,100000,0,0,0,0,0,0,0,0,0,1.61559e-07
